客户ID,产品_1,产品_2,产品_3,产品_4,产品_5,产品_6,产品_7,产品_8,产品_9,产品_10,产品_11,产品_12
"K396450","F","F","F","F","F","T","T","F","F","F","F","F"
"K317250","F","F","F","F","F","T","T","F","F","F","F","F"
"K394740","F","F","F","F","F","T","T","F","F","F","F","F"
"K394270","F","F","F","F","F","T","T","T","F","F","F","F"
"K394470","F","F","F","F","F","T","F","F","F","F","F","F"
"K393790","F","F","F","F","F","T","T","F","F","F","F","F"
"K304410","F","F","F","F","F","T","T","T","F","F","F","F"
"K392970","F","F","F","F","F","T","F","F","F","F","F","F"
"K392750","F","F","F","F","F","T","T","F","F","F","F","F"
"K392760","F","F","F","F","F","T","F","F","F","F","F","F"
"K392670","F","F","F","F","F","T","T","F","F","F","F","F"
"K392620","F","F","F","F","F","T","F","F","F","F","F","F"
"K392930","F","F","F","F","F","T","F","F","F","F","F","F"
"K393610","F","F","F","F","F","T","F","F","F","F","F","F"
"K304300","F","F","F","F","F","T","T","F","F","F","F","F"
"K392250","F","F","F","F","F","T","F","F","F","F","F","F"
"K392090","F","F","F","F","F","T","F","F","F","F","F","F"
"K391640","F","F","F","F","F","T","T","F","F","F","F","F"
"K391620","F","F","F","F","F","T","F","F","F","F","F","F"
"K391560","F","F","F","F","F","T","T","F","F","F","F","F"
"K391910","F","F","F","F","F","T","F","F","F","F","F","F"
"K391080","F","F","F","F","F","T","F","F","F","F","F","F"
"K391320","F","F","F","F","F","T","F","F","F","F","F","F"
"K390980","F","F","F","F","F","T","F","F","F","F","F","F"
"K391050","F","F","F","F","F","T","F","F","F","F","F","F"
"K391350","F","F","F","F","F","T","T","F","F","F","F","F"
"K392490","F","F","F","F","F","T","T","F","F","F","F","F"
"K390170","F","F","F","F","F","T","T","F","F","F","F","F"
"K390000","F","F","F","F","F","T","T","F","F","F","F","F"
"K390230","F","F","F","F","F","T","F","F","F","F","F","F"
"K304220","F","F","F","F","F","T","T","F","F","F","F","F"
"K389980","F","F","F","F","F","T","F","F","F","F","F","F"
"K389290","F","F","F","F","F","T","F","F","F","F","F","F"
"K389270","F","F","F","F","F","T","T","F","F","F","F","F"
"K389440","F","F","F","F","F","T","T","F","F","F","F","F"
"K387850","F","F","F","F","F","T","T","F","F","F","F","F"
"K316680","F","F","F","F","F","T","T","F","F","F","F","F"
"K388220","F","F","F","F","F","T","T","T","T","F","F","F"
"K386670","F","F","F","F","F","T","F","F","F","F","F","F"
"K395220","F","F","F","F","F","T","T","F","F","F","F","F"
"K385970","F","F","F","F","F","T","T","T","T","F","F","F"
"K385870","F","F","F","F","F","T","F","F","F","F","F","F"
"K385600","F","F","F","F","F","T","F","F","T","F","F","F"
"K386080","F","F","F","F","F","T","T","F","F","F","F","F"
"K385400","F","F","F","F","F","T","F","F","F","F","F","F"
"K385290","F","F","F","F","F","T","T","F","F","F","F","F"
"K384710","F","F","F","F","F","T","T","T","F","F","F","F"
"K384670","F","F","F","F","F","T","F","T","T","F","F","F"
"K385090","F","F","F","F","F","T","T","F","F","F","F","F"
"K384150","F","F","F","F","F","T","F","F","F","F","F","F"
"K384100","F","F","F","F","F","T","T","F","F","F","F","F"
"K384440","F","F","F","F","F","T","T","F","F","F","F","F"
"K383390","F","F","F","F","F","T","F","F","F","F","F","F"
"K383990","F","F","F","F","F","T","T","F","F","F","F","F"
"K383100","F","F","F","F","F","T","F","F","F","F","F","F"
"K316420","F","F","F","F","F","T","T","F","F","F","F","F"
"K382640","F","F","F","F","F","T","T","F","F","F","F","F"
"K383370","F","F","F","F","F","T","T","F","F","F","F","F"
"K382340","F","F","F","F","F","T","T","F","F","F","F","F"
"K382350","F","F","F","F","F","T","F","F","F","F","F","F"
"K382230","F","F","F","F","F","T","F","F","F","F","F","F"
"K382270","F","F","F","F","F","T","F","F","T","F","F","F"
"K381100","F","F","F","F","F","T","F","F","F","F","F","F"
"K297740","F","F","F","F","F","T","T","F","T","F","F","F"
"K381610","F","F","F","F","F","T","F","F","F","F","F","F"
"K380420","F","F","F","F","F","T","F","F","F","F","F","F"
"K380050","F","F","F","F","F","T","T","T","T","F","F","F"
"K380510","F","F","F","F","F","T","T","F","F","F","F","F"
"K382090","F","F","F","F","F","T","F","F","F","F","F","F"
"K379480","F","F","F","F","F","T","F","F","F","F","F","F"
"K379290","F","F","F","F","F","T","F","F","F","F","F","F"
"K379630","F","F","F","F","F","T","F","F","F","F","F","F"
"K379010","F","F","F","F","F","T","T","F","F","F","F","F"
"K378770","F","F","F","F","F","T","F","F","F","F","F","F"
"K379700","F","F","F","F","F","T","T","T","F","F","F","F"
"K377770","F","F","F","F","F","T","F","F","F","F","F","F"
"K377880","F","F","F","F","F","T","T","F","F","F","F","F"
"K378450","F","F","F","F","F","T","F","F","F","F","F","F"
"K396660","F","F","F","F","F","T","F","F","F","F","F","F"
"K376980","F","F","F","F","F","T","F","F","F","F","F","F"
"K253200","F","F","F","F","F","T","T","F","F","F","F","F"
"K252900","F","F","F","F","F","T","T","F","T","F","F","F"
"K252250","F","F","F","F","F","T","T","F","F","F","F","F"
"K252800","F","F","F","F","F","T","T","F","F","F","F","F"
"K252050","F","F","F","F","F","T","F","F","T","F","F","F"
"K252140","F","F","F","F","F","T","T","F","F","F","F","F"
"K252860","F","F","F","F","F","T","T","F","F","F","F","F"
"K250970","F","F","F","F","F","T","T","F","F","F","F","F"
"K251030","F","F","F","F","F","T","T","F","F","F","F","F"
"K251630","F","F","F","F","F","T","T","F","F","F","F","F"
"K251680","F","F","F","F","F","T","T","F","F","F","F","F"
"K303670","F","F","F","F","F","T","T","F","F","F","F","F"
"K249820","F","F","F","F","F","T","F","F","F","F","F","F"
"K250430","F","F","F","F","F","T","F","F","F","F","F","F"
"K249460","F","F","F","F","F","T","F","F","F","F","F","F"
"K249160","F","F","F","F","F","T","F","F","F","F","F","F"
"K248670","F","F","F","F","F","T","F","F","F","F","F","F"
"K248840","F","F","F","F","F","T","T","F","T","F","F","F"
"K248650","F","F","F","F","F","T","F","T","F","F","F","F"
"K248210","F","F","F","F","F","T","F","F","F","F","F","F"
"K248060","F","F","F","F","F","T","F","F","F","F","F","F"
"K247960","F","F","F","F","F","T","F","F","F","F","F","F"
"K246900","F","F","F","F","F","T","T","F","F","F","F","F"
"K246990","F","F","F","F","F","T","F","F","F","F","F","F"
"K246820","F","F","F","F","F","T","F","F","F","F","F","F"
"K246850","F","F","F","F","F","T","F","F","F","F","F","F"
"K246160","F","F","F","F","F","T","F","F","F","F","F","F"
"K246170","F","F","F","F","F","T","F","F","F","F","F","F"
"K245760","F","F","F","F","F","T","T","F","F","F","F","F"
"K245810","F","F","F","F","F","T","F","F","F","F","F","F"
"K245580","F","F","F","F","F","T","T","F","F","F","F","F"
"K245650","F","F","F","F","F","T","F","T","T","F","F","F"
"K245660","F","F","F","F","F","T","F","F","F","F","F","F"
"K249580","F","F","F","F","F","T","F","T","T","F","F","F"
"K244950","F","F","F","F","F","T","F","F","F","F","F","F"
"K244970","F","F","F","F","F","T","F","T","F","F","F","F"
"K244650","F","F","F","F","F","T","T","F","F","F","F","F"
"K243650","F","F","F","F","F","T","T","F","F","F","F","F"
"K242840","F","F","F","F","F","T","F","F","F","F","F","F"
"K243320","F","F","F","F","F","T","T","F","F","F","F","F"
"K242490","F","F","F","F","F","T","T","F","F","F","F","F"
"K242300","F","F","F","F","F","T","T","T","F","F","F","F"
"K314940","F","F","F","F","F","T","T","F","F","F","F","F"
"K241810","F","F","F","F","F","T","T","T","T","F","F","F"
"K241710","F","F","F","F","F","T","F","F","F","F","F","F"
"K241600","F","F","F","F","F","T","F","F","F","F","F","F"
"K242580","F","F","F","F","F","T","F","F","F","F","F","F"
"K240860","F","F","F","F","F","T","T","F","F","F","F","F"
"K291980","F","F","F","F","F","T","T","F","F","F","F","F"
"K241590","F","F","F","F","F","T","F","F","F","F","F","F"
"K242710","F","F","F","F","F","T","F","F","F","F","F","F"
"K245410","F","F","F","F","F","T","T","F","F","F","F","F"
"K240120","F","F","F","F","F","T","F","F","F","F","F","F"
"K240240","F","F","F","F","F","T","T","F","F","F","F","F"
"K239910","F","F","F","F","F","T","F","F","F","F","F","F"
"K239940","F","F","F","F","F","T","F","T","F","F","F","F"
"K239060","F","F","F","F","F","T","F","F","F","F","F","F"
"K238930","F","F","F","F","F","T","F","F","F","F","F","F"
"K238800","F","F","F","F","F","T","T","F","F","F","F","F"
"K238830","F","F","F","F","F","T","F","F","F","F","F","F"
"K238470","F","F","F","F","F","T","F","T","F","F","F","F"
"K314750","F","F","F","F","F","T","T","F","F","F","F","F"
"K237350","F","F","F","F","F","T","F","F","F","F","F","F"
"K303150","F","F","F","F","F","T","T","F","F","F","F","F"
"K237340","F","F","F","F","F","T","F","T","F","F","F","F"
"K237330","F","F","F","F","F","T","T","F","T","F","F","F"
"K237170","F","F","F","F","F","T","T","F","F","F","F","F"
"K236970","F","F","F","F","F","T","T","F","F","F","F","F"
"K237090","F","F","F","F","F","T","T","F","F","F","F","F"
"K236560","F","F","F","F","F","T","F","T","F","F","F","F"
"K236440","F","F","F","F","F","T","F","F","F","F","F","F"
"K236310","F","F","F","F","F","T","F","F","F","F","F","F"
"K238090","F","F","F","F","F","T","T","F","F","F","F","F"
"K235560","F","F","F","F","F","T","F","F","F","F","F","F"
"K235630","F","F","F","F","F","T","F","F","T","F","F","F"
"K235790","F","F","F","F","F","T","F","F","F","F","F","F"
"K235110","F","F","F","F","F","T","T","T","F","F","F","F"
"K235140","F","F","F","F","F","T","F","F","F","F","F","F"
"K235060","F","F","F","F","F","T","F","F","F","F","F","F"
"K235200","F","F","F","F","F","T","T","F","F","F","F","F"
"K235210","F","F","F","F","F","T","F","F","F","F","F","F"
"K234390","F","F","F","F","F","T","F","F","F","F","F","F"
"K234100","F","F","F","F","F","T","T","F","F","F","F","F"
"K234350","F","F","F","F","F","T","F","F","F","F","F","F"
"K233700","F","F","F","F","F","T","F","F","F","F","F","F"
"K233400","F","F","F","F","F","T","T","T","F","F","F","F"
"K314330","F","F","F","F","F","T","T","F","T","F","F","F"
"K214290","F","F","F","F","F","T","T","F","F","F","F","F"
"K214330","F","F","F","F","F","T","F","F","F","F","F","F"
"K232900","F","F","F","F","F","T","F","T","F","F","F","F"
"K214180","F","F","F","F","F","T","F","F","F","F","F","F"
"K213960","F","F","F","F","F","T","F","F","F","F","F","F"
"K213610","F","F","F","F","F","T","F","F","F","F","F","F"
"K213560","F","F","F","F","F","T","F","F","F","F","F","F"
"K213270","F","F","F","F","F","T","F","T","F","F","F","F"
"K213300","F","F","F","F","F","T","F","T","T","F","F","F"
"K212720","F","F","F","F","F","T","F","F","F","F","F","F"
"K212320","F","F","F","F","F","T","T","F","F","F","F","F"
"K212410","F","F","F","F","F","T","F","F","F","F","F","F"
"K212590","F","F","F","F","F","T","T","F","F","F","F","F"
"K212210","F","F","F","F","F","T","F","T","F","F","F","F"
"K211660","F","F","F","F","F","T","T","F","F","F","F","F"
"K211650","F","F","F","F","F","T","T","F","F","F","F","F"
"K211530","F","F","F","F","F","T","F","F","F","F","F","F"
"K211360","F","F","F","F","F","T","F","F","F","F","F","F"
"K211390","F","F","F","F","F","T","F","F","T","F","F","F"
"K211950","F","F","F","F","F","T","T","F","F","F","F","F"
"K102440","F","F","F","F","F","T","F","F","F","F","F","F"
"K101980","F","F","F","F","F","T","T","F","F","F","F","F"
"K102060","F","F","F","F","F","T","T","F","F","F","F","F"
"K211130","F","F","F","F","F","T","T","F","F","F","F","F"
"K101740","F","F","F","F","F","T","F","F","F","F","F","F"
"K101950","F","F","F","F","F","T","T","F","F","F","F","F"
"K100750","F","F","F","F","F","T","F","F","F","F","F","F"
"K101500","F","F","F","F","F","T","F","F","T","F","F","F"
"K211180","F","F","F","F","F","T","F","F","F","F","F","F"
"K100200","F","F","F","F","F","T","T","F","F","F","F","F"
"K100570","F","F","F","F","F","T","T","F","F","F","F","F"
"K100640","F","F","F","F","F","T","T","F","F","F","F","F"
"K335920","F","F","F","F","F","T","T","F","F","F","F","F"
"K100660","F","F","F","F","F","T","F","F","F","F","F","F"
"K313440","F","F","F","F","F","T","T","F","F","F","F","F"
"K335560","F","F","F","F","F","T","T","F","F","F","F","F"
"K100710","F","F","F","F","F","T","F","F","F","F","F","F"
"K368920","F","F","F","F","F","T","F","T","T","F","F","F"
"K285280","F","F","F","F","F","T","T","F","F","F","F","F"
"K282180","F","F","F","F","F","T","T","F","F","F","F","F"
"K187700","F","F","F","F","F","T","F","F","T","F","F","F"
"K282680","F","F","F","F","F","T","T","F","F","F","F","F"
"K351100","F","F","F","F","F","T","T","T","T","F","F","F"
"K281530","F","F","F","F","F","T","T","F","F","F","F","F"
"K357780","F","F","F","F","F","T","T","T","T","F","F","F"
"K341360","F","F","F","F","F","T","T","T","T","F","F","F"
"K116660","F","F","F","F","F","T","F","F","F","F","F","F"
"K202180","F","F","F","F","F","T","T","T","T","F","F","F"
"K289200","F","F","F","F","F","T","T","T","F","F","F","F"
"K350800","F","F","F","F","F","T","F","F","T","F","F","F"
"K362040","F","F","F","F","F","T","F","T","T","F","F","F"
"K342890","F","F","F","F","F","T","T","T","T","F","F","F"
"K282160","F","F","F","F","F","T","T","F","F","F","F","F"
"K282950","F","F","F","F","F","T","T","F","F","F","F","F"
"K283100","F","F","F","F","F","T","T","F","F","F","F","F"
"K283210","F","F","F","F","F","T","T","F","F","F","F","F"
"K282960","F","F","F","F","F","T","T","F","F","F","F","F"
"K200320","F","F","F","F","F","T","T","T","T","F","F","F"
"K397330","F","F","F","F","F","T","T","F","T","F","F","F"
"K288040","F","F","F","F","F","T","T","T","T","F","F","F"
"K288260","F","F","F","F","F","T","T","F","F","F","F","F"
"K289520","F","F","F","F","F","T","T","F","F","F","F","F"
"K344950","F","F","F","F","F","T","F","T","T","F","F","F"
"K347550","F","F","F","F","F","T","F","T","F","F","F","F"
"K366730","F","F","F","F","F","T","T","T","T","F","F","F"
"K369900","F","F","F","F","F","T","T","T","T","F","F","F"
"K370710","F","F","F","F","F","T","F","F","T","F","F","F"
"K370820","F","F","F","F","F","T","T","T","T","F","F","F"
"K375690","F","F","F","F","F","T","F","T","T","F","F","F"
"K370050","F","F","F","F","F","T","F","T","T","F","F","F"
"K259600","F","F","F","F","F","T","T","F","F","F","F","F"
"K370630","F","F","F","F","F","T","F","T","T","F","F","F"
"K407000","F","F","F","F","F","T","F","F","T","F","F","F"
"K110280","F","F","F","F","F","T","T","T","T","F","F","F"
"K121430","F","F","F","F","F","T","T","T","T","F","F","F"
"K130380","F","F","F","F","F","T","T","T","T","F","F","F"
"K160700","F","F","F","F","F","T","F","F","T","F","F","F"
"K371370","F","F","F","F","F","T","F","T","F","F","F","F"
"K287230","F","F","F","F","F","T","T","F","F","F","F","F"
"K182990","F","F","F","F","T","F","T","T","T","F","F","F"
"K417130","F","F","F","F","T","T","F","T","T","F","F","F"
"K342580","F","F","F","F","T","T","T","T","T","F","F","F"
"K346650","F","F","F","F","T","F","F","T","T","F","F","F"
"K350530","F","F","F","F","T","T","T","T","T","F","F","F"
"K362690","F","F","F","F","T","T","F","T","T","F","F","F"
"K354550","F","F","F","F","T","T","F","T","T","F","F","F"
"K347160","F","F","F","F","T","T","T","T","T","F","F","F"
"K344160","F","F","F","F","T","F","T","T","T","F","F","F"
"K366430","F","F","F","F","T","T","T","T","T","F","F","F"
"K367590","F","F","F","F","T","F","T","T","T","F","F","F"
"K369350","F","F","F","F","T","T","T","T","T","F","F","F"
"K369550","F","F","F","F","T","T","T","T","T","F","F","F"
"K372720","F","F","F","F","T","T","T","T","T","F","F","F"
"K395800","F","F","F","F","T","T","F","F","T","F","F","F"
"K395730","F","F","F","F","T","T","T","F","F","F","F","F"
"K395490","F","F","F","F","T","T","F","F","F","F","F","F"
"K394420","F","F","F","F","T","F","T","F","F","F","F","F"
"K393750","F","F","F","F","T","F","F","F","F","F","F","F"
"K391410","F","F","F","F","T","F","F","F","F","F","F","F"
"K391310","F","F","F","F","T","F","F","F","F","F","F","F"
"K391250","F","F","F","F","T","F","F","F","F","F","F","F"
"K389330","F","F","F","F","T","T","T","T","T","F","F","F"
"K389260","F","F","F","F","T","F","F","F","F","F","F","F"
"K387210","F","F","F","F","T","T","T","F","F","F","F","F"
"K387090","F","F","F","F","T","T","F","F","F","F","F","F"
"K386020","F","F","F","F","T","T","F","F","T","F","F","F"
"K384870","F","F","F","F","T","F","F","F","T","F","F","F"
"K382320","F","F","F","F","T","F","F","F","F","F","F","F"
"K382150","F","F","F","F","T","T","F","F","F","F","F","F"
"K382130","F","F","F","F","T","T","F","F","F","F","F","F"
"K377820","F","F","F","F","T","F","F","F","F","F","F","F"
"K252280","F","F","F","F","T","F","F","F","F","F","F","F"
"K249600","F","F","F","F","T","F","F","F","F","F","F","F"
"K247880","F","F","F","F","T","F","F","F","F","F","F","F"
"K246750","F","F","F","F","T","F","F","T","T","F","F","F"
"K246110","F","F","F","F","T","F","T","F","F","F","F","F"
"K246080","F","F","F","F","T","F","F","F","F","F","F","F"
"K246070","F","F","F","F","T","T","F","F","F","F","F","F"
"K244640","F","F","F","F","T","T","F","F","F","F","F","F"
"K243670","F","F","F","F","T","T","F","F","F","F","F","F"
"K243610","F","F","F","F","T","F","F","T","F","F","F","F"
"K241920","F","F","F","F","T","T","F","F","F","F","F","F"
"K241720","F","F","F","F","T","F","F","F","F","F","F","F"
"K239260","F","F","F","F","T","T","T","F","F","F","F","F"
"K239080","F","F","F","F","T","F","F","F","F","F","F","F"
"K237230","F","F","F","F","T","T","T","F","F","F","F","F"
"K235050","F","F","F","F","T","F","F","F","F","F","F","F"
"K232820","F","F","F","F","T","F","T","T","F","F","F","F"
"K212370","F","F","F","F","T","F","T","T","F","F","F","F"
"K212290","F","F","F","F","T","F","T","F","F","F","F","F"
"K101580","F","F","F","F","T","F","F","F","F","F","F","F"
"K101300","F","F","F","F","T","F","F","F","F","F","F","F"
"K335030","F","F","F","F","T","T","T","F","F","F","F","F"
"K334990","F","F","F","F","T","T","T","F","F","F","F","F"
"K334660","F","F","F","F","T","F","T","F","T","F","F","F"
"K280910","F","F","F","F","T","T","T","F","F","F","F","F"
"K280940","F","F","F","F","T","F","T","F","F","F","F","F"
"K280860","F","F","F","F","T","T","T","F","F","F","F","F"
"K334380","F","F","F","F","T","T","F","F","F","F","F","F"
"K334360","F","F","F","F","T","T","T","F","F","F","F","F"
"K281400","F","F","F","F","T","T","T","F","F","F","F","F"
"K281360","F","F","F","F","T","T","T","F","F","F","F","F"
"K281420","F","F","F","F","T","T","T","F","F","F","F","F"
"K281490","F","F","F","F","T","T","T","F","F","F","F","F"
"K281480","F","F","F","F","T","T","T","F","F","F","F","F"
"K333680","F","F","F","F","T","T","T","T","F","F","F","F"
"K281550","F","F","F","F","T","T","T","T","T","F","F","F"
"K281640","F","F","F","F","T","T","T","T","F","F","F","F"
"K281610","F","F","F","F","T","T","T","F","F","F","F","F"
