客户ID,产品_1,产品_2,产品_3,产品_4,产品_5,产品_6,产品_7,产品_8,产品_9,产品_10,产品_11,产品_12
"K326350","F","F","F","F","T","T","T","T","T","T","T","T"
"K159370","F","F","F","F","F","F","F","F","T","T","F","F"
"K326560","F","F","F","F","T","F","F","T","T","T","F","F"
"K159250","F","F","F","F","F","F","F","T","T","T","T","T"
"K326160","F","T","T","T","T","T","T","T","T","T","F","T"
"K326070","F","F","F","F","T","T","T","T","T","T","F","F"
"K326210","F","F","F","F","T","T","T","T","F","T","T","T"
"K325940","F","F","F","F","T","T","T","F","T","T","T","T"
"K325960","F","F","F","F","F","T","T","F","F","T","T","T"
"K159240","F","F","F","F","F","F","F","T","T","T","F","F"
"K159300","F","F","F","F","F","F","F","F","T","T","T","F"
"K325990","F","F","F","F","T","T","T","F","T","T","F","F"
"K325890","F","F","F","F","T","T","T","F","F","T","F","F"
"K159320","F","F","F","F","T","T","F","T","T","T","F","F"
"K159460","F","T","F","F","F","F","F","T","T","T","F","F"
"K159220","F","F","F","F","T","T","F","T","T","T","F","T"
"K159870","F","F","F","F","F","F","F","T","T","T","F","T"
"K325910","F","F","F","F","T","T","T","F","T","T","F","F"
"K326330","F","F","F","F","T","T","T","T","T","T","F","F"
"K326870","F","T","T","T","T","T","T","T","T","T","T","T"
"K327940","F","T","T","T","T","T","T","T","T","T","F","F"
"K325670","F","F","F","F","T","T","T","T","F","T","F","T"
"K159140","F","F","F","F","F","F","F","T","T","T","F","F"
"K325700","F","F","T","F","T","T","T","T","T","T","T","T"
"K159160","F","T","T","T","F","F","F","F","F","T","F","F"
"K325620","F","F","F","F","T","T","T","T","F","T","T","T"
"K325710","F","F","F","F","T","F","T","F","F","T","F","F"
"K325510","F","F","F","F","T","T","T","T","F","T","F","T"
"K325540","F","F","F","F","T","T","T","T","T","T","F","F"
"K159180","F","F","F","F","T","F","T","F","T","T","F","F"
"K325580","F","F","F","F","T","T","T","F","T","T","F","F"
"K325730","F","F","F","F","T","T","T","T","T","T","F","F"
"K325470","F","F","F","F","T","T","T","F","F","T","F","F"
"K325370","F","F","F","T","T","T","T","F","T","T","F","F"
"K325480","F","F","F","F","T","T","T","T","F","T","F","F"
"K325320","F","F","F","F","T","T","T","T","T","T","F","F"
"K159100","F","F","F","F","F","T","T","T","T","T","F","F"
"K325350","F","F","F","F","T","T","T","F","F","T","T","T"
"K325490","F","T","F","T","T","T","T","T","T","T","T","F"
"K325740","F","F","F","F","T","T","T","T","F","T","T","T"
"K325180","F","T","T","T","T","T","T","T","T","T","F","F"
"K159020","F","F","F","F","T","T","F","T","T","T","F","F"
"K159030","F","F","F","F","F","T","F","F","T","T","F","F"
"K325140","F","F","F","F","T","T","T","F","T","T","F","T"
"K325270","F","F","F","F","T","T","T","T","T","T","F","F"
"K325020","F","F","F","F","T","T","T","T","T","T","F","F"
"K325100","F","F","F","F","T","T","T","T","T","T","T","F"
"K159010","F","F","F","F","T","T","F","T","F","T","F","F"
"K325300","F","F","F","F","T","T","T","T","T","T","T","T"
"K324890","F","F","F","F","T","F","T","F","F","T","F","F"
"K324920","F","F","F","F","T","F","T","T","T","T","F","F"
"K158960","F","F","F","F","T","F","F","F","T","T","F","F"
"K324870","F","T","F","F","T","T","F","T","T","T","F","F"
"K324940","F","F","F","F","T","T","T","T","T","T","F","F"
"K159050","F","F","F","F","F","F","F","T","T","T","F","F"
"K159200","F","F","F","F","F","F","F","T","T","T","F","F"
"K158980","F","F","F","F","F","F","F","F","T","T","F","F"
"K324820","F","T","T","F","T","T","T","F","F","T","F","F"
"K324950","F","F","F","F","T","T","T","F","T","T","F","F"
"K324510","F","F","T","F","T","F","T","T","T","T","F","F"
"K158880","F","F","F","F","F","F","F","F","T","T","F","F"
"K324640","F","T","T","T","T","T","T","F","F","T","F","T"
"K324330","F","F","F","F","T","T","T","T","F","T","F","F"
"K158810","F","F","F","F","F","T","F","T","T","T","F","F"
"K158890","F","F","F","F","T","T","F","T","T","T","T","T"
"K324690","F","F","F","F","T","T","T","F","T","T","F","T"
"K324180","F","F","F","F","T","T","T","F","F","T","F","F"
"K158730","F","T","F","T","F","F","F","T","T","T","F","F"
"K324190","F","F","F","F","T","T","T","T","T","T","F","F"
"K158750","F","F","F","F","F","F","F","T","T","T","F","T"
"K324170","F","T","T","F","T","T","T","T","F","T","F","F"
"K158930","F","T","T","T","T","T","T","F","T","T","F","F"
"K324130","F","F","F","F","T","T","T","T","T","T","F","F"
"K158770","F","F","F","F","T","F","F","T","T","T","F","F"
"K324310","F","F","F","F","T","T","T","T","T","T","F","F"
"K323870","F","F","F","F","T","T","T","T","T","T","F","F"
"K323940","F","T","T","F","T","T","T","T","T","T","F","F"
"K158690","F","F","F","F","T","F","F","T","T","T","F","F"
"K323860","F","F","F","F","T","T","F","T","T","T","T","T"
"K323700","F","F","F","F","T","T","T","T","T","T","F","F"
"K323820","F","F","T","F","T","T","T","T","T","T","F","F"
"K324010","F","F","F","F","T","T","T","T","T","T","T","T"
"K323620","F","F","F","T","F","F","T","T","T","T","F","T"
"K158720","F","F","F","F","T","T","T","T","T","T","F","F"
"K323680","F","F","F","F","T","T","T","T","T","T","T","F"
"K324100","F","F","T","T","T","T","T","T","F","T","F","F"
"K325810","F","F","F","F","T","T","T","T","T","T","F","F"
"K328070","F","F","F","F","T","T","T","F","T","T","T","T"
"K332490","F","F","F","F","T","T","T","T","T","T","F","T"
"K323240","F","F","F","F","T","T","T","T","F","T","F","F"
"K158450","F","F","F","F","F","F","F","T","T","T","F","F"
"K323270","F","F","F","F","F","F","T","F","T","T","F","F"
"K323290","F","F","F","F","T","T","T","T","T","T","F","F"
"K158510","F","F","F","F","F","F","F","T","T","T","F","F"
"K323130","F","F","F","F","T","T","T","F","F","T","T","F"
"K322910","F","F","F","F","T","T","T","T","T","T","F","F"
"K158400","F","F","F","F","F","T","T","T","T","T","F","F"
"K158410","F","F","F","F","F","F","F","T","T","T","T","T"
"K322900","F","F","F","F","T","T","T","T","T","T","T","T"
"K158430","F","F","F","F","F","F","F","T","T","T","T","F"
"K322890","F","F","F","F","T","T","T","T","T","T","F","F"
"K323000","F","T","F","T","T","T","F","T","F","T","T","T"
"K322710","F","F","T","F","T","T","T","F","F","T","F","F"
"K322720","F","T","F","F","T","T","F","T","F","T","F","F"
"K322680","F","F","F","F","T","T","T","T","T","T","T","F"
"K322580","F","F","F","F","T","T","T","T","F","T","T","T"
"K158270","F","T","T","T","F","F","F","T","T","T","T","F"
"K158340","F","F","F","F","F","F","F","T","T","T","T","F"
"K322630","F","T","T","F","T","T","T","T","F","T","T","T"
"K322490","F","F","F","F","T","T","T","T","T","T","F","T"
"K322500","F","F","F","F","T","T","T","T","T","T","T","T"
"K322450","F","T","F","F","T","T","T","T","T","T","T","T"
"K322530","F","F","F","F","T","T","T","T","T","T","F","F"
"K158390","F","F","F","F","F","F","F","F","T","T","T","T"
"K158590","F","F","F","F","F","F","F","T","T","T","F","F"
"K322540","F","F","F","F","T","T","T","T","T","T","F","F"
"K322190","F","F","F","F","T","T","T","F","T","T","F","F"
"K158110","F","F","F","F","F","F","F","T","T","T","F","F"
"K158120","F","F","F","F","F","T","F","T","T","T","F","F"
"K322060","F","T","F","F","T","T","T","T","T","T","F","F"
"K322290","F","F","F","F","T","T","T","T","F","T","T","T"
"K321900","F","F","F","F","T","T","T","T","F","T","F","F"
"K158080","F","F","F","F","F","F","F","F","T","T","F","F"
"K158130","F","F","F","F","F","F","F","T","T","T","T","T"
"K321990","F","T","F","F","T","T","T","T","F","T","T","T"
"K322310","F","F","F","F","F","T","T","T","F","T","F","F"
"K321800","F","F","F","F","T","T","T","T","T","T","T","T"
"K158030","F","F","F","F","F","F","F","T","T","T","F","F"
"K321830","F","F","F","F","T","T","T","F","T","T","F","F"
"K158040","F","T","F","T","T","F","T","T","T","T","T","F"
"K321780","F","F","F","F","T","T","F","F","F","T","F","F"
"K321840","F","F","F","F","T","T","T","F","F","T","F","F"
"K158140","F","F","F","F","F","T","F","T","T","T","T","T"
"K321660","F","F","F","F","T","T","T","F","T","T","T","T"
"K158050","F","F","F","F","F","F","F","T","T","T","T","T"
"K321880","F","T","F","F","T","T","T","T","T","T","F","F"
"K321540","F","F","F","F","F","T","T","T","T","T","T","F"
"K321560","F","F","F","F","T","T","T","T","F","T","T","F"
"K157950","F","F","T","F","T","F","T","F","T","T","T","F"
"K321520","F","F","F","F","T","T","T","T","F","T","T","F"
"K321570","F","F","F","F","T","T","T","F","T","T","T","T"
"K321440","F","T","T","T","T","T","T","T","T","T","F","F"
"K157900","F","F","F","F","T","F","T","T","T","T","F","F"
"K158000","F","F","F","F","F","F","T","F","T","T","F","F"
"K321450","F","F","F","F","T","F","T","T","F","T","T","T"
"K321610","F","F","F","F","T","T","T","T","T","T","T","T"
"K321260","F","F","F","F","F","T","T","T","F","T","F","F"
"K321280","F","F","F","F","T","T","T","T","T","T","F","F"
"K157870","F","F","F","F","F","F","F","T","T","T","F","F"
"K158600","F","F","F","F","F","T","F","T","T","T","T","T"
"K321380","F","F","F","F","T","T","T","T","T","T","T","T"
"K321620","F","F","F","T","F","T","T","T","T","T","F","F"
"K322380","F","F","F","F","T","T","T","T","T","T","F","F"
"K323450","F","F","F","F","T","T","T","F","F","T","T","F"
"K320980","F","F","F","T","T","T","T","T","F","T","F","T"
"K157740","F","F","F","F","T","T","T","T","T","T","F","F"
"K321000","F","T","F","F","T","T","T","T","T","T","F","T"
"K157770","F","F","F","F","F","F","F","T","T","T","F","F"
"K321010","F","F","F","F","T","T","T","T","T","T","T","F"
"K320820","F","F","F","F","T","T","T","T","T","T","F","F"
"K320830","F","F","F","F","T","T","T","F","F","T","F","F"
"K320880","F","F","F","F","F","T","T","T","T","T","F","F"
"K321030","F","F","F","F","T","T","T","T","T","T","F","F"
"K320740","F","F","F","F","T","T","T","T","F","T","T","T"
"K320690","F","T","T","T","T","T","T","F","T","T","F","F"
"K320610","F","F","F","F","T","T","T","T","F","T","F","F"
"K157670","F","F","F","F","F","T","F","T","T","T","F","F"
"K320630","F","F","F","F","T","T","T","T","T","T","F","F"
"K321140","F","F","F","F","T","T","T","T","T","T","F","T"
"K320460","F","F","T","T","T","T","F","F","F","T","F","F"
"K320480","F","F","F","F","T","T","T","T","T","T","F","F"
"K157590","F","F","F","F","F","F","F","T","T","T","T","T"
"K320500","F","T","T","T","F","T","T","T","T","T","F","F"
"K320280","F","F","F","F","T","T","T","T","T","T","T","F"
"K320310","F","F","T","F","T","T","T","F","F","T","T","F"
"K157570","F","F","F","F","F","F","F","T","T","T","F","F"
"K157620","F","F","F","F","F","F","F","T","T","T","T","T"
"K320380","F","F","F","F","T","T","T","T","T","T","T","T"
"K320540","F","F","F","T","T","T","T","T","T","T","F","F"
"K320120","F","F","F","F","T","T","T","T","T","T","T","T"
"K320130","F","F","F","F","T","T","T","T","T","T","T","T"
"K157540","F","F","F","F","F","F","F","F","T","T","T","T"
"K320150","F","F","F","F","T","T","T","F","T","T","F","F"
"K157630","F","F","F","F","F","F","T","T","T","T","F","F"
"K320020","F","F","F","F","T","T","T","T","T","T","F","F"
"K320550","F","F","F","F","T","F","T","F","F","T","F","F"
"K157460","F","T","F","F","F","T","F","F","T","T","T","F"
"K319780","F","F","F","F","F","T","T","T","T","T","F","F"
"K319740","F","F","F","F","T","F","T","F","T","T","T","T"
"K319840","F","F","F","F","T","T","T","T","T","T","F","F"
"K319730","F","F","F","F","T","T","T","T","T","T","F","F"
"K319850","F","F","F","F","F","T","T","T","F","T","T","T"
"K319530","F","F","F","F","T","T","T","F","T","T","F","T"
"K157380","F","F","F","F","F","F","F","T","F","T","F","F"
"K157390","F","F","F","F","F","F","F","F","T","T","T","T"
"K319510","F","F","F","F","T","T","T","T","T","T","F","F"
"K319400","F","F","F","F","T","T","T","T","T","T","F","F"
"K157420","F","F","F","F","T","T","T","T","T","T","F","F"
"K319480","F","F","F","F","T","T","T","T","T","T","F","F"
"K319640","F","F","F","F","F","T","T","F","F","T","F","F"
"K319870","F","T","F","F","T","T","T","T","T","T","F","T"
"K319140","F","F","F","F","T","T","T","T","T","T","T","T"
"K319290","F","F","F","F","T","T","T","T","T","T","F","F"
"K319050","F","F","F","F","T","T","T","F","F","T","F","F"
"K157310","F","F","F","F","F","F","F","T","T","T","F","F"
"K319100","F","T","T","T","T","T","T","T","T","T","T","T"
"K319350","F","F","F","F","T","T","T","T","F","T","T","T"
"K318960","F","F","F","F","T","T","T","T","T","T","F","F"
"K318990","F","T","F","F","T","T","T","T","T","T","F","T"
"K319020","F","F","T","F","F","T","T","F","T","T","F","F"
"K157360","F","T","F","F","F","F","F","T","T","T","F","F"
"K157500","F","F","F","F","F","F","F","F","T","T","F","F"
"K319950","F","F","T","F","T","T","T","T","F","T","F","F"
"K321170","F","T","F","F","T","T","T","T","T","T","F","F"
"K323490","F","F","F","F","T","T","T","T","T","T","F","T"
"K318660","F","F","F","F","T","T","T","T","F","T","F","F"
"K157100","F","F","F","F","F","F","F","T","T","T","F","F"
"K318600","F","F","F","F","T","T","T","T","T","T","F","F"
"K318730","F","F","F","F","T","T","T","F","F","T","F","T"
"K318500","F","F","F","F","T","T","T","T","F","T","F","F"
"K318510","F","F","F","F","T","T","T","T","T","T","F","F"
"K157190","F","T","F","F","F","F","F","T","T","T","F","F"
"K318520","F","F","F","F","T","T","T","T","T","T","F","F"
"K318130","F","T","F","T","T","T","T","T","F","T","T","F"
"K157030","F","F","F","F","F","F","F","T","T","T","F","F"
"K318220","F","T","T","F","T","T","T","T","T","T","F","F"
"K318070","F","F","F","T","T","T","T","F","F","T","F","F"
"K318370","F","T","F","F","T","T","T","F","T","T","F","F"
"K318050","F","F","F","F","T","T","T","T","F","T","F","F"
"K157050","F","F","F","F","F","F","F","T","T","T","T","F"
"K318060","F","T","T","T","T","T","T","T","F","T","F","F"
"K318860","F","F","F","F","T","T","T","F","T","T","F","F"
"K317810","F","F","F","F","T","T","T","T","T","T","F","F"
"K317900","F","T","T","T","T","T","T","F","F","T","F","F"
"K156980","F","F","F","F","F","F","F","T","T","T","F","F"
"K317940","F","F","F","F","T","T","T","T","F","T","F","F"
"K317700","F","F","F","F","T","T","T","F","T","T","T","F"
"K317740","F","F","T","F","T","T","T","F","T","T","T","F"
"K317990","F","F","T","F","T","T","T","F","T","T","T","T"
"K317470","F","T","T","F","T","T","T","T","T","T","F","F"
"K317510","F","F","F","F","T","T","T","F","T","T","F","F"
"K157010","F","T","T","T","T","T","T","T","T","T","T","T"
"K156920","F","F","F","T","T","F","F","T","T","T","T","T"
"K317580","F","F","F","F","T","T","T","T","T","T","F","F"
"K318020","F","F","F","F","T","T","T","T","T","T","F","F"
"K318900","F","F","F","F","T","T","T","T","T","T","T","T"
"K156800","F","F","F","F","F","F","F","T","T","T","T","T"
"K317190","F","F","F","F","T","T","T","T","T","T","T","T"
"K317290","F","F","F","F","T","T","T","T","T","T","F","F"
"K317070","F","F","F","F","T","T","T","F","F","T","F","F"
"K156810","F","F","F","F","T","T","F","F","T","T","T","T"
"K317180","F","F","F","F","T","T","T","F","T","T","T","T"
"K317320","F","F","F","F","F","T","T","T","T","T","T","T"
"K316930","F","F","F","F","T","T","T","T","F","T","F","F"
"K156700","F","F","F","F","F","F","F","T","T","T","F","F"
"K316940","F","T","F","T","T","T","T","T","T","T","F","F"
"K156720","F","F","T","F","T","T","F","T","F","T","T","T"
"K316910","F","F","F","F","T","T","T","T","T","T","F","T"
"K316960","F","F","F","F","T","T","T","F","T","T","F","F"
"K316810","F","F","F","T","T","T","T","F","F","T","T","T"
"K156760","F","F","F","F","F","F","F","F","T","T","F","F"
"K317010","F","F","F","F","T","T","T","T","T","T","F","F"
"K316570","F","F","F","F","T","T","T","T","T","T","F","F"
"K316560","F","F","F","F","T","T","T","F","T","T","F","T"
"K316720","F","T","F","T","T","T","T","F","F","T","T","F"
"K316410","F","F","F","F","T","T","T","F","T","T","F","F"
"K156570","F","F","F","F","F","F","F","F","T","T","T","T"
"K156630","F","T","T","T","T","T","T","F","F","T","F","F"
"K316550","F","F","F","F","T","T","T","T","T","T","F","T"
"K316270","F","F","F","F","T","T","T","T","T","T","T","F"
"K316310","F","F","F","F","T","T","T","T","T","T","F","F"
"K156660","F","F","F","F","F","F","F","F","T","T","F","F"
"K156850","F","F","F","F","T","F","T","T","F","T","T","T"
"K156560","F","T","T","T","T","F","F","T","T","T","F","F"
"K157290","F","F","F","F","F","T","T","T","T","T","T","T"
"K316340","F","F","T","F","T","T","T","T","T","T","F","F"
"K317450","F","F","F","F","T","T","T","F","T","T","F","T"
"K318920","F","F","F","F","T","T","T","T","F","T","F","T"
"K315930","F","F","F","F","T","T","T","T","F","T","F","F"
"K156450","F","F","F","F","T","F","T","F","T","T","F","T"
"K315940","F","F","T","F","T","T","T","F","T","T","T","T"
"K315890","F","F","F","F","T","T","T","T","F","T","T","F"
"K316010","F","T","F","F","T","T","T","T","T","T","F","F"
"K315860","F","F","F","F","T","T","T","T","T","T","F","F"
"K315870","F","T","T","T","T","T","T","F","F","T","T","F"
"K156440","F","F","F","F","F","T","T","F","F","T","T","T"
"K156480","F","F","T","F","F","F","F","T","T","T","F","F"
"K315880","F","F","F","F","T","T","F","T","T","T","F","F"
"K316030","F","F","F","F","T","T","T","T","F","T","T","T"
"K315760","F","F","F","F","T","T","T","T","T","T","T","T"
"K156350","F","F","F","T","F","T","F","F","T","T","F","F"
"K315790","F","F","F","F","T","T","T","F","F","T","T","F"
"K156370","F","T","T","F","F","F","F","T","T","T","T","T"
"K315630","F","F","F","F","T","T","T","T","F","T","F","F"
"K315530","F","T","T","T","T","T","T","T","F","T","T","T"
"K315550","F","F","F","F","T","T","T","F","F","T","F","T"
"K315810","F","F","F","F","T","T","T","T","F","T","T","T"
"K316100","F","F","F","T","T","T","T","T","T","T","F","F"
"K156270","F","T","T","T","T","T","T","T","T","T","T","T"
"K315340","F","F","F","T","T","T","T","T","T","T","T","T"
"K156290","F","F","F","T","T","T","T","T","T","T","F","F"
"K315310","F","F","F","T","F","T","T","T","T","T","F","F"
"K315380","F","T","T","T","T","T","F","T","T","T","T","T"
"K315280","F","F","F","F","T","T","T","T","T","T","F","F"
"K156330","F","F","F","F","F","F","F","F","T","T","F","F"
"K315430","F","F","F","F","T","T","T","T","T","T","F","F"
"K315150","F","F","F","F","T","T","T","T","T","T","F","F"
"K156240","F","F","F","F","F","T","F","T","T","T","F","F"
"K315110","F","F","F","F","T","T","T","T","T","T","F","F"
"K315170","F","T","F","T","F","T","T","T","F","T","F","F"
"K156530","F","T","F","T","F","F","F","T","T","T","T","T"
"K315030","F","T","T","T","T","T","T","F","T","T","F","F"
"K315470","F","F","F","F","T","T","T","T","T","T","F","F"
"K316140","F","F","F","F","T","T","T","T","T","T","F","F"
"K314830","F","F","F","F","T","T","T","T","T","T","F","F"
"K156150","F","F","F","F","F","F","F","T","T","T","F","F"
"K156160","F","T","F","F","F","F","F","T","T","T","F","F"
"K314800","F","F","F","F","T","T","T","T","T","T","F","F"
"K314910","F","F","F","F","T","T","T","T","F","T","T","T"
"K314550","F","F","F","F","T","T","T","T","T","T","F","F"
"K156170","F","T","T","T","F","F","F","F","F","T","F","T"
"K314950","F","F","F","F","T","F","T","T","T","T","T","T"
"K156060","F","F","T","T","T","T","T","F","T","T","T","T"
"K314460","F","T","T","T","T","T","T","F","F","T","F","F"
"K156080","F","F","T","T","F","F","F","T","T","T","T","F"
"K156180","F","T","T","T","F","F","F","T","T","T","F","F"
"K314310","F","F","F","F","F","T","T","T","T","T","F","F"
"K314340","F","F","F","F","T","T","T","T","T","T","F","F"
"K314530","F","F","F","F","T","T","T","T","T","T","F","T"
"K314980","F","F","F","F","T","T","T","T","T","T","T","T"
"K313990","F","F","F","F","T","T","T","T","T","T","F","T"
"K314010","F","F","F","F","T","F","T","T","T","T","F","F"
"K155980","F","F","F","F","F","T","T","T","T","T","F","F"
"K313940","F","F","F","F","T","T","T","T","T","T","T","T"
"K314020","F","T","F","F","T","T","T","F","F","T","F","F"
"K313800","F","F","F","F","T","T","T","T","T","T","T","T"
"K156030","F","F","F","F","T","T","T","T","T","T","T","T"
"K313900","F","F","F","F","T","T","T","F","F","T","F","F"
"K314060","F","F","F","F","T","T","T","T","T","T","F","F"
"K157300","F","F","T","F","F","F","F","F","F","T","T","F"
"K313700","F","F","F","F","T","T","T","T","F","T","T","T"
"K156210","F","F","F","F","F","F","F","T","T","T","F","F"
"K156540","F","F","F","F","F","F","F","T","T","T","F","F"
"K313770","F","F","F","F","F","T","T","T","F","T","F","F"
"K316160","F","F","F","F","T","T","T","T","T","T","T","T"
"K323580","F","F","F","F","T","T","T","F","T","T","F","F"
"K313350","F","F","F","F","T","T","T","F","T","T","F","F"
"K313370","F","F","F","F","T","T","T","T","F","T","F","F"
"K313330","F","F","F","F","T","T","T","F","F","T","F","F"
"K313240","F","F","F","F","T","T","T","T","F","T","F","T"
"K155810","F","F","F","F","T","T","T","F","T","T","T","F"
"K313310","F","F","F","F","T","T","T","T","T","T","T","T"
"K313040","F","T","F","T","T","T","T","F","T","T","F","F"
"K155770","F","F","F","F","F","T","F","F","T","T","F","T"
"K313130","F","F","F","F","T","T","T","T","T","T","F","F"
"K155890","F","F","F","F","F","F","T","T","T","T","T","F"
"K312860","F","F","F","F","T","T","T","T","T","T","F","F"
"K155790","F","F","F","F","T","T","T","T","T","T","F","F"
"K312950","F","F","F","T","T","T","T","T","F","T","T","F"
"K313510","F","F","F","F","T","T","T","T","F","T","T","T"
"K312790","F","F","F","T","T","T","T","T","F","T","F","F"
"K155700","F","F","F","F","F","F","F","T","T","T","T","T"
"K312750","F","F","F","F","T","T","T","T","T","T","F","F"
"K312810","F","F","F","F","T","T","T","T","T","T","T","T"
"K312680","F","F","F","F","T","T","T","T","T","T","T","T"
"K155670","F","F","F","F","F","F","F","T","T","T","T","F"
"K312710","F","F","F","F","T","T","T","T","F","T","F","F"
"K312830","F","F","F","F","T","T","T","F","F","T","T","T"
"K312550","F","F","F","F","T","T","T","T","T","T","F","F"
"K312570","F","F","F","F","T","T","T","T","T","T","F","F"
"K155620","F","T","F","F","F","F","F","T","T","T","T","T"
"K312530","F","F","F","F","T","T","T","F","T","T","F","F"
"K155730","F","F","F","F","T","T","T","T","T","T","F","F"
"K155910","F","F","F","F","T","F","F","T","T","T","T","T"
"K312510","F","F","F","F","T","T","T","T","T","T","T","T"
"K312600","F","F","F","F","T","T","T","T","T","T","F","F"
"K312850","F","F","F","F","T","T","T","F","T","T","F","F"
"K312170","F","F","F","F","T","T","T","T","T","T","F","F"
"K155550","F","F","T","F","F","F","F","F","T","T","F","F"
"K312210","F","F","F","F","T","T","T","F","T","T","F","F"
"K155570","F","F","F","F","T","T","T","F","T","T","T","T"
"K312280","F","F","F","F","T","T","T","T","F","T","T","F"
"K312050","F","F","T","T","T","T","T","F","F","T","T","F"
"K155580","F","F","F","F","F","F","F","T","T","T","F","F"
"K312080","F","F","F","F","T","T","T","T","T","T","T","F"
"K312310","F","F","F","F","T","T","T","T","F","T","F","F"
"K155400","F","F","F","F","F","F","F","T","T","T","F","F"
"K155440","F","F","F","F","F","F","F","T","T","T","F","F"
"K311800","F","F","T","F","T","T","T","T","T","T","F","T"
"K311960","F","F","F","F","T","T","T","T","T","T","T","T"
"K311710","F","F","F","F","T","T","T","T","T","T","T","T"
"K155450","F","F","F","F","T","T","T","T","T","T","F","F"
"K311770","F","F","T","F","T","T","T","F","T","T","F","F"
"K312030","F","T","T","T","T","T","T","T","T","T","F","F"
"K312420","F","F","F","F","T","T","T","T","T","T","T","T"
"K311440","F","F","T","F","T","T","T","T","T","T","T","F"
"K155300","F","F","F","F","T","F","F","T","T","T","F","F"
"K155350","F","F","T","F","T","T","T","F","T","T","T","T"
"K311600","F","T","T","T","T","T","T","F","F","T","T","F"
"K311320","F","F","F","F","T","T","T","T","F","T","T","T"
"K311330","F","F","F","F","T","T","T","T","F","T","F","F"
"K155370","F","T","F","T","F","F","F","T","T","T","F","F"
"K311360","F","F","F","F","T","T","T","F","F","T","T","T"
"K311620","F","F","F","F","T","T","T","F","T","T","F","F"
"K311110","F","F","F","F","T","T","T","F","T","T","T","T"
"K311120","F","T","T","F","T","T","T","T","T","T","T","T"
"K311160","F","F","F","F","T","T","T","F","F","T","T","T"
"K155380","F","F","F","F","F","F","F","T","T","T","F","T"
"K155610","F","F","F","F","F","F","F","T","T","T","F","F"
"K155920","F","F","F","F","F","F","F","T","T","T","F","F"
"K311260","F","F","F","F","T","T","T","T","F","T","T","F"
"K311640","F","F","F","F","T","T","T","F","F","T","F","F"
"K313540","F","T","T","T","T","T","T","F","T","T","F","F"
"K155120","F","F","F","F","F","T","T","T","T","T","F","F"
"K310950","F","T","T","T","T","T","T","T","T","T","F","F"
"K310970","F","F","F","F","T","T","T","T","T","T","F","F"
"K155110","F","F","F","F","F","F","F","T","T","T","F","F"
"K155180","F","F","F","F","T","F","F","T","T","T","T","T"
"K310990","F","F","F","F","T","T","T","T","F","T","T","T"
"K310750","F","F","F","F","T","T","F","F","F","T","T","T"
"K310720","F","T","F","T","T","T","T","F","T","T","T","F"
"K310760","F","F","F","F","T","T","T","T","T","T","F","F"
"K155100","F","F","F","F","F","F","F","T","T","T","F","F"
"K310710","F","T","F","F","T","T","T","T","T","T","F","F"
"K310780","F","T","F","T","T","T","T","F","T","T","T","T"
"K310580","F","F","F","F","T","T","T","F","T","T","T","T"
"K155000","F","F","F","F","F","F","F","T","T","T","T","F"
"K310600","F","F","F","F","T","T","T","T","T","T","F","F"
"K155020","F","F","F","F","F","F","F","T","T","T","F","F"
"K310310","F","F","F","F","T","T","T","F","T","T","F","T"
"K310390","F","F","F","F","T","T","T","F","T","T","F","F"
"K154990","F","F","F","F","T","T","T","T","T","T","F","F"
"K310470","F","F","F","F","T","T","T","T","T","T","F","F"
"K310640","F","F","F","F","T","T","T","F","T","T","T","T"
"K310260","F","F","F","F","F","T","T","F","T","T","F","F"
"K310270","F","F","F","T","T","T","T","F","T","T","F","F"
"K154970","F","T","T","T","F","T","T","T","T","T","F","T"
"K310250","F","F","F","F","T","T","T","T","F","T","F","F"
"K310290","F","F","F","F","T","T","T","T","T","T","F","F"
"K155060","F","F","F","F","F","T","F","T","T","T","F","T"
"K155200","F","F","F","F","F","F","F","T","T","T","T","F"
"K310230","F","F","F","F","T","T","T","T","F","T","F","F"
"K310650","F","F","F","F","F","T","T","T","T","T","F","F"
"K311010","F","F","F","F","T","T","T","T","T","T","F","F"
"K310070","F","T","T","T","T","T","T","F","F","T","F","F"
"K154860","F","F","F","F","F","F","F","T","T","T","F","F"
"K310080","F","F","F","F","T","T","T","T","T","T","F","F"
"K154870","F","F","F","F","F","F","F","T","T","T","F","F"
"K310010","F","F","F","T","T","T","T","F","F","T","T","T"
"K310100","F","F","F","F","T","F","T","T","T","T","F","F"
"K309900","F","F","F","F","T","T","T","F","F","T","T","F"
"K309960","F","T","T","T","T","T","T","T","F","T","T","F"
"K154810","F","F","F","F","F","F","F","T","T","T","F","F"
"K154890","F","F","F","F","F","F","F","F","T","T","T","F"
"K309980","F","F","F","F","T","T","T","T","F","T","T","T"
"K310160","F","F","F","F","T","T","T","F","T","T","T","T"
"K309750","F","F","F","F","T","T","T","T","T","T","F","F"
"K309780","F","F","F","F","T","F","F","T","T","T","F","F"
"K154770","F","F","F","F","F","F","F","F","T","T","T","F"
"K309710","F","F","F","F","T","T","T","T","F","T","T","F"
"K309840","F","F","F","F","T","T","T","T","T","T","F","F"
"K154930","F","F","F","F","F","F","F","T","T","T","F","F"
"K154780","F","F","F","F","F","F","F","T","T","T","F","F"
"K309870","F","F","F","T","T","T","T","T","F","T","T","T"
